target,source
https://docs.ogc.org/is/23-058r2/23-058r2.html#conf_class_uris,http://www.opengis.net/spec/ogcapi-common-3/1.0/conf/schemas
https://docs.ogc.org/is/23-058r2/23-058r2.html#conf_class_uris,http://www.opengis.net/spec/ogcapi-common-3/1.0/conf/advanced-property-roles
https://docs.ogc.org/is/23-058r2/23-058r2.html#conf_class_uris,http://www.opengis.net/spec/ogcapi-common-3/1.0/conf/references
https://docs.ogc.org/is/23-058r2/23-058r2.html#conf_class_uris,http://www.opengis.net/spec/ogcapi-common-3/1.0/conf/returnables-and-receivables
https://docs.ogc.org/is/23-058r2/23-058r2.html#conf_class_uris,http://www.opengis.net/spec/ogcapi-common-3/1.0/conf/queryables
https://docs.ogc.org/is/23-058r2/23-058r2.html#conf_class_uris,http://www.opengis.net/spec/ogcapi-common-3/1.0/conf/sortables
https://docs.ogc.org/is/23-058r2/23-058r2.html#conf_class_uris,http://www.opengis.net/spec/ogcapi-common-3/1.0/conf/profile-parameter
https://docs.ogc.org/is/23-058r2/23-058r2.html#conf_class_uris,http://www.opengis.net/spec/ogcapi-common-3/1.0/conf/profile-references
https://docs.ogc.org/is/23-058r2/23-058r2.html#conf_class_uris,http://www.opengis.net/spec/ogcapi-common-3/1.0/conf/profile-codelists
https://docs.ogc.org/is/23-058r2/23-058r2.html#conf_class_uris,http://www.opengis.net/spec/ogcapi-common-3/1.0/conf/profile-domains
https://docs.ogc.org/is/23-058r2/23-058r2.html#rc_schemas,http://www.opengis.net/spec/ogcapi-common-3/1.0/req/schemas
https://docs.ogc.org/is/23-058r2/23-058r2.html#req_schemas_json-schema,http://www.opengis.net/spec/ogcapi-common-3/1.0/req/schemas/json-schema
https://docs.ogc.org/is/23-058r2/23-058r2.html#req_schemas_properties,http://www.opengis.net/spec/ogcapi-common-3/1.0/req/schemas/properties
https://docs.ogc.org/is/23-058r2/23-058r2.html#req_schemas_properties,http://www.opengis.net/spec/ogcapi-common-3/1.0/rec/schemas/properties
https://docs.ogc.org/is/23-058r2/23-058r2.html#req_schemas_additional-keywords,http://www.opengis.net/spec/ogcapi-common-3/1.0/req/schemas/additional-keywords
https://docs.ogc.org/is/23-058r2/23-058r2.html#req_schemas_role,http://www.opengis.net/spec/ogcapi-common-3/1.0/req/schemas/role
https://docs.ogc.org/is/23-058r2/23-058r2.html#req_schemas_role-id,http://www.opengis.net/spec/ogcapi-common-3/1.0/req/schemas/role-id
https://docs.ogc.org/is/23-058r2/23-058r2.html#req_schemas_property-seq,http://www.opengis.net/spec/ogcapi-common-3/1.0/req/schemas/property-seq
https://docs.ogc.org/is/23-058r2/23-058r2.html#rec_schemas_property-seq-unique,http://www.opengis.net/spec/ogcapi-common-3/1.0/req/schemas/property-seq-unique
https://docs.ogc.org/is/23-058r2/23-058r2.html#req_schemas_unit,http://www.opengis.net/spec/ogcapi-common-3/1.0/req/schemas/unit
