target,source
https://docs.ogc.org/is/21-026/21-026.html#_compression,http://www.opengis.net/spec/cql2/1.0/rec/geotiff-format/rec-compression
https://docs.ogc.org/is/21-026/21-026.html#_media_types_for_any_data_encodings,http://www.opengis.net/spec/cql2/1.0/rec/media-type/media-type
https://docs.ogc.org/is/21-026/21-026.html#ats_geotiff-format,http://www.opengis.net/spec/COG/1.0/conf/geotiff-format
https://docs.ogc.org/is/21-026/21-026.html#ats_geotiff-format-basic-metadata-format,http://www.opengis.net/spec/cql2/1.0/req/geotiff-format/use-geotiff
https://docs.ogc.org/is/21-026/21-026.html#ats_geotiff-format-tiling,http://www.opengis.net/spec/cql2/1.0/conf/geotiff-format/tiling
https://docs.ogc.org/is/21-026/21-026.html#ats_geotiff-format-tiling,http://www.opengis.net/spec/cql2/1.0/req/geotiff-format/tiling
https://docs.ogc.org/is/21-026/21-026.html#ats_geotiff-format-use-geotiff,http://www.opengis.net/spec/cql2/1.0/conf/geotiff-format/use-geotiff
https://docs.ogc.org/is/21-026/21-026.html#ats_geotiff-keys,http://www.opengis.net/spec/COG/1.0/conf/geotiff-keys
https://docs.ogc.org/is/21-026/21-026.html#ats_geotiff-keys-georeference,http://www.opengis.net/spec/cql2/1.0/conf/geotiff-keys/georeference
https://docs.ogc.org/is/21-026/21-026.html#ats_geotiff-keys-point-of-origin,http://www.opengis.net/spec/cql2/1.0/conf/geotiff-keys/point-of-origin
https://docs.ogc.org/is/21-026/21-026.html#req_geotiff-keys-point-of-origin,http://www.opengis.net/spec/cql2/1.0/req/geotiff-keys/point-of-origin
https://docs.ogc.org/is/21-026/21-026.html#ats_geotiff-overviews,http://www.opengis.net/spec/COG/1.0/conf/geotiff-overviews
https://docs.ogc.org/is/21-026/21-026.html#ats_geotiff-overviews-overviews,http://www.opengis.net/spec/cql2/1.0/conf/geotiff-overviews/overviews
https://docs.ogc.org/is/21-026/21-026.html#req_geotiff-overviews-overviews,http://www.opengis.net/spec/cql2/1.0/req/geotiff-overviews/overviews
https://docs.ogc.org/is/21-026/21-026.html#ats_http-range,http://www.opengis.net/spec/COG/1.0/conf/http-range
https://docs.ogc.org/is/21-026/21-026.html#ats_http-range-https-headers,http://www.opengis.net/spec/cql2/1.0/conf/http-range/https-headers
https://docs.ogc.org/is/21-026/21-026.html#req_http-range-https-headers,http://www.opengis.net/spec/cql2/1.0/req/http-range/https-headers
https://docs.ogc.org/is/21-026/21-026.html#ats_http-range-use-range,http://www.opengis.net/spec/cql2/1.0/conf/http-range/use-range
https://docs.ogc.org/is/21-026/21-026.html#req_geotiff-format,http://www.opengis.net/spec/COG/1.0/req/geotiff-format
https://docs.ogc.org/is/21-026/21-026.html#req_geotiff-format-use-geotiff,http://www.opengis.net/spec/cql2/1.0/req/geotiff-format/use-geotiff
https://docs.ogc.org/is/21-026/21-026.html#req_geotiff-keys,http://www.opengis.net/spec/COG/1.0/req/geotiff-keys
https://docs.ogc.org/is/21-026/21-026.html#req_geotiff-keys-basic-metadata-format,http://www.opengis.net/spec/cql2/1.0/req/geotiff-keys/basic-metadata-format
https://docs.ogc.org/is/21-026/21-026.html#req_geotiff-keys-georeference,http://www.opengis.net/spec/cql2/1.0/req/geotiff-keys/georeference
https://docs.ogc.org/is/21-026/21-026.html#req_geotiff-overviews,http://www.opengis.net/spec/COG/1.0/req/geotiff-overviews
https://docs.ogc.org/is/21-026/21-026.html#geotiff-format-requirements-class,http://www.opengis.net/spec/COG/1.0/req/geotiff-format
https://docs.ogc.org/is/21-026/21-026.html#req_http-range,http://www.opengis.net/spec/COG/1.0/req/http-range
https://docs.ogc.org/is/21-026/21-026.html#req_http-range-use-range,http://www.opengis.net/spec/cql2/1.0/req/http-range/range
https://docs.ogc.org/is/21-026/21-026.html#req_optimized_geotiff,http://www.opengis.net/spec/COG/1.0/req/optimized_geotiff
https://docs.ogc.org/is/21-026/21-026.html#req_optimized-geotiff-geotiff,http://www.opengis.net/spec/cql2/1.0/req/optimized_geotiff/geotiff
https://docs.ogc.org/is/21-026/21-026.html#req_optimized-geotiff-number,http://www.opengis.net/spec/cql2/1.0/req/optimized_geotiff/number
https://docs.ogc.org/is/21-026/21-026.html#req_optimized-geotiff-small-size,http://www.opengis.net/spec/cql2/1.0/req/optimized_geotiff/small-sizes
