spec,reqclass,reqclasstitle,reqclasstarget,requirement,reqtitle,reqtext
15-113r5,http://www.opengis.net/spec/CDB/1.0/core/model,"Platform requirements",Operations,http://www.opengis.net/spec/CDB/1.0/core/literal-case,Requirement 5,"Implementations SHALL support the literal case rules as specified in this standard. CDB file naming conventions are case sensitive. Further, regardless of case, any name such as ""house"" SHALL have the same semantic meaning."
