gml-sf0,ignore,Geography Markup Language (GML) Simple Features Compliance Level SF-0,ignore,https://portal.ogc.org/files/?artifact_id=42729,Compliance level SF-0 limits the property types of both spatial and non-spatial properties.
gml-sf1,ignore,Geography Markup Language (GML) Simple Features Compliance Level SF-1,ignore,https://portal.ogc.org/files/?artifact_id=42729,Compliance level SF-1 supports everything in compliance level SF-0 but removes the restriction on value cardinality and allows user defined non-spatial property types to be used.
gml-sf2,ignore,Geography Markup Language (GML) Simple Features Compliance Level SF-2,ignore,https://portal.ogc.org/files/?artifact_id=42729,Compliance level SF-2 essentially corresponds to the OGC Simple Features specification. There are no restrictions placed on non-spatial properties but there are restrictions on spatial properties.
